Run_Date,Start Time,Run_Name,Species,Group,Troupe,Block,Worms_Day,Block Type,Data_Folder,No. worms,Trough No.,Worm Runner
20251014,10:47,GD TC Blue-Shock PC Tr3 Block 1,GD-2,PC,TP-3,1,1,PC,2025_10_14_10_47_52_trial_1_TP,6,Milled-2,ZK
20251014,11:01,GD TC Blue-Shock PC Tr4 Block 1,GD-2,PC,TP-4,1,1,PC,2025_10_14_11_00_58_trial_1_TP,6,Milled-2,ZK
20251014,14:13,GD TC Blue-Shock CC Tr6 Block 2,GD-2,CC,TC-6,2,1,CC,2025_10_14_14_13_15_trial_1_TC,6,Milled-2,ZK
20251014,14:25,GD TC Blue-Shock CC Tr7 Block 2,GD-2,CC,TC-7,2,1,CC,2025_10_14_14_25_09_trial_1_TC,6,Milled-2,ZK
20251014,14:35,GD TC Blue-Shock PC Tr3 Block 2,GD-2,PC,TP-3,2,1,PC,2025_10_14_14_35_32_trial_1_TP,6,Milled-2,ZK
20251014,14:49,GD TC Blue-Shock PC Tr4 Block 2,GD-2,PC,TP-4,2,1,PC,2025_10_14_14_49_36_trial_1_TP,6,Milled-2,ZK
20251015,10:09,GD TC Blue-Shock CC Tr6 Block 3,GD-2,CC,TC-6,3,2,CC,2025_10_15_10_09_28_trial_1_TC,6,Milled-2,ZK
20251015,10:20,GD TC Blue-Shock CC Tr7 Block 3,GD-2,CC,TC-7,3,2,CC,2025_10_15_10_20_58_trial_1_TC,6,Milled-2,ZK
20251015,10:37,GD TC Blue-Shock PC Tr3 Block 3,GD-2,PC,TP-3,3,2,PC,2025_10_15_10_37_01_trial_1_TP,6,Milled-2,ZK
20251015,10:52,GD TC Blue-Shock PC Tr4 Block 3,GD-2,PC,TP-4,3,2,PC,2025_10_15_10_52_34_trial_1_TP,6,Milled-2,ZK
20251015,14:16,GD TC Blue-Shock CC Tr6 Block 4,GD-2,CC,TC-6,4,2,CC,2025_10_15_14_16_21_trial_1_TC,6,Milled-2,ZK
20251015,14:30,GD TC Blue-Shock CC Tr7 Block 4,GD-2,CC,TC-7,4,2,CC,2025_10_15_14_30_16_trial_1_TC,6,Milled-2,ZK
20251015,14:43,GD TC Blue-Shock PC Tr3 Block 4,GD-2,PC,TP-3,4,2,PC,2025_10_15_14_43_14_trial_1_TP,6,Milled-2,ZK
20251015,14:57,GD TC Blue-Shock PC Tr4 Block 4,GD-2,PC,TP-4,4,2,PC,2025_10_15_14_57_00_trial_1_TP,6,Milled-2,ZK
20251016,9:59,GD TC Blue-Shock CC Tr6 Block 5,GD-2,CC,TC-6,5,3,CC,2025_10_16_09_59_15_trial_1_TC,6,Milled-2,ZK
20251016,10:10,GD TC Blue-Shock CC Tr7 Block 5,GD-2,CC,TC-7,5,3,CC,2025_10_16_10_10_37_trial_1_TC,6,Milled-2,ZK
20251016,10:24,GD TC Blue-Shock PC Tr3 Block 5,GD-2,PC,TP-3,5,3,PC,2025_10_16_10_24_06_trial_1_TP,6,Milled-2,ZK
20251016,10:37,GD TC Blue-Shock PC Tr4 Block 5,GD-2,PC,TP-4,5,3,PC,2025_10_16_10_37_16_trial_1_TP,6,Milled-2,ZK
20251016,14:12,GD TC Blue-Shock CC Tr6 Block 6,GD-2,CC,TC-6,6,3,CC,2025_10_16_14_12_17_trial_1_TC,6,Milled-2,ZK
20251016,14:28,GD TC Blue-Shock CC Tr7 Block 6,GD-2,CC,TC-7,6,3,CC,2025_10_16_14_28_16_trial_1_TC,6,Milled-2,ZK
20251016,14:48,GD TC Blue-Shock PC Tr3 Block 6,GD-2,PC,TP-3,6,3,PC,2025_10_16_14_48_01_trial_1_TP,6,Milled-2,ZK
20251016,15:00,GD TC Blue-Shock PC Tr4 Block 6,GD-2,PC,TP-4,6,3,PC,2025_10_16_15_00_56_trial_1_TP,6,Milled-2,ZK
20251017,10:05,GD TC Blue-Shock CC Tr6 Block 7,GD-2,CC,TC-6,7,4,CC,2025_10_17_10_05_03_trial_1_TC,6,Milled-2,ZK
20251017,10:18,GD TC Blue-Shock CC Tr7 Block 7,GD-2,CC,TC-7,7,4,CC,2025_10_17_10_18_17_trial_1_TC,6,Milled-2,ZK
20251017,10:34,GD TC Blue-Shock PC Tr3 Block 7,GD-2,PC,TP-3,7,4,PC,2025_10_17_10_34_57_trial_1_TP,6,Milled-2,ZK
20251017,10:47,GD TC Blue-Shock PC Tr4 Block 7,GD-2,PC,TP-4,7,4,PC,2025_10_17_10_48_37_trial_1_TP,6,Milled-2,ZK
20251017,14:18,GD TC Blue-Shock CC Tr6 Block 8,GD-2,CC,TC-6,8,4,CC,2025_10_17_14_18_23_trial_1_TC,6,Milled-2,ZK
20251017,14:30,GD TC Blue-Shock CC Tr7 Block 8,GD-2,CC,TC-7,8,4,CC,2025_10_17_14_30_05_trial_1_TC,6,Milled-2,ZK
20251017,14:45,GD TC Blue-Shock PC Tr3 Block 8,GD-2,PC,TP-3,8,4,PC,2025_10_17_14_45_34_trial_1_TP,6,Milled-2,ZK
20251017,14:54,GD TC Blue-Shock PC Tr4 Block 8,GD-2,PC,TP-4,8,4,PC,2025_10_17_14_54_47_trial_1_TP,6,Milled-2,ZK
