Run,group_day,Trough,BlockNum,BlockType,Trial,W1,W2,W3,W4,W5,W6,Well 1 aligned,Well 2 aligned,Well 3 aligned,Well 4 aligned,Well 5 aligned,Well 6 aligned,Well 1 quiescent,Well 2 quiescent,Well 3 quiescent,Well 4 quiescent,Well 5 quiescent,Well 6 quiescent,Scored by,Notes
,,,5,CC,14,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,
,,,5,CC,15,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,,
,,,5,CC,16,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,
,,,5,CC,17,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,,
,,,5,CC,18,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,,
,,,5,CC,19,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,,
,,,5,CC,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,,
,,,5,CC,21,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,
,,,5,CC,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
,,,5,CC,23,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,,
,,,5,CC,24,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,
,,,5,CC,25,0,0,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,,
2025_02_07_12_24_09_trial_1_CC,R3_2,Milled trough + attached electrodes,6,CC,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,20 trials ,6,CC,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,,
,,20s ITI,6,CC,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,All CRs are turns or contractions,6,CC,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
,,CC Med,6,CC,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,,
,,,6,CC,6,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,,
,,,6,CC,8,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,9,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,
,,,6,CC,11,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,
,,,6,CC,13,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,,
,,,6,CC,14,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,15,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,16,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,,
,,,6,CC,17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,,
,,,6,CC,18,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,,
,,,6,CC,19,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,,
,,,6,CC,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
,,,6,CC,21,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
,,,6,CC,22,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
,,,6,CC,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,6,CC,24,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
,,,6,CC,25,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,,
2025_02_07_12_45_21_trial_1_CC,R3_2,Milled trough + attached electrodes,7,CC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,20 trials ,7,CC,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,20s ITI,7,CC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,All CRs are turns or contractions,7,CC,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,CC Med,7,CC,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,,7,CC,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,,7,CC,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,,7,CC,13,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,17,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,18,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,20,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,21,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,22,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,,
,,,7,CC,24,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,
,,,7,CC,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,,
2025_02_10_08_52_38_trial_1_LO,R5_1,Milled trough + attached electrodes,1,LO,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,20 trials ,1,LO,2,,,,,,,,,,,,,,,,,,,MCS,
,,20s ITI,1,LO,3,,,,,,,,,,,,,,,,,,,MCS,
,,All CRs are turns or contractions,1,LO,4,,,,,,,,,,,,,,,,,,,MCS,
,,CC Med,1,LO,5,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,6,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,7,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,8,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,9,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,10,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,11,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,12,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,13,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,14,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,15,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,16,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,17,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,18,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,19,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,20,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,21,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,22,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,23,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,24,,,,,,,,,,,,,,,,,,,MCS,
,,,1,LO,25,,,,,,,,,,,,,,,,,,,MCS,
2025_02_10_09_12_14_trial_1_LO,R5_1,Milled trough + attached electrodes,2,LO,1,,,,,,,,,,,,,,,,,,,MCS,
,,20 trials ,2,LO,2,,,,,,,,,,,,,,,,,,,MCS,
,,20s ITI,2,LO,3,,,,,,,,,,,,,,,,,,,MCS,
,,All CRs are turns or contractions,2,LO,4,,,,,,,,,,,,,,,,,,,MCS,
,,CC Med,2,LO,5,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,6,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,7,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,8,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,9,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,10,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,11,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,12,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,13,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,14,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,15,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,16,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,17,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,18,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,19,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,20,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,21,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,22,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,23,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,24,,,,,,,,,,,,,,,,,,,MCS,
,,,2,LO,25,,,,,,,,,,,,,,,,,,,MCS,
2025_02_10_09_31_36_trial_1_CC,R5_1,Milled trough + attached electrodes,3,CC,1,,,,,,,,,,,,,,,,,,,MCS,
,,20 trials ,3,CC,2,,,,,,,,,,,,,,,,,,,MCS,
,,20s ITI,3,CC,3,,,,,,,,,,,,,,,,,,,MCS,
,,All CRs are turns or contractions,3,CC,4,,,,,,,,,,,,,,,,,,,MCS,
,,CC Med,3,CC,5,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,6,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,7,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,8,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,9,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,10,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,11,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,12,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,13,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,14,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,15,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,16,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,17,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,18,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,19,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,20,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,21,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,22,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,23,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,24,,,,,,,,,,,,,,,,,,,MCS,
,,,3,CC,25,,,,,,,,,,,,,,,,,,,MCS,
2025_02_10_09_51_25_trial_1_CC,R5_1,Milled trough + attached electrodes,4,CC,1,,,,,,,,,,,,,,,,,,,MCS,
,,20 trials ,4,CC,2,,,,,,,,,,,,,,,,,,,MCS,
,,20s ITI,4,CC,3,,,,,,,,,,,,,,,,,,,MCS,
,,All CRs are turns or contractions,4,CC,4,,,,,,,,,,,,,,,,,,,MCS,
,,CC Med,4,CC,5,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,6,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,7,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,8,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,9,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,10,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,11,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,12,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,13,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,14,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,15,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,16,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,17,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,18,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,19,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,20,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,21,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,22,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,23,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,24,,,,,,,,,,,,,,,,,,,MCS,
,,,4,CC,25,,,,,,,,,,,,,,,,,,,MCS,
2025_02_10_11_27_16_trial_1_LO,R6_1,Milled trough + attached electrodes,1,LO,1,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,20 trials ,1,LO,2,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,20s ITI,1,LO,3,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,All CRs are turns or contractions,1,LO,4,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,PC Med,1,LO,5,0,0,0,0,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,6,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,7,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,8,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,9,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,10,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,11,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,12,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,13,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,14,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,15,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,16,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,17,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,18,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,19,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,20,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,21,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,22,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,23,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,24,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,1,LO,25,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
2025_02_10_11_49_17_trial_1_LO,R6_1,Milled trough + attached electrodes,2,LO,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,20 trials ,2,LO,2,0,0,1,0,0,1,,,,,,,0,0,0,0,0,0,MCS,
,,20s ITI,2,LO,3,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,All CRs are turns or contractions,2,LO,4,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,PC Med,2,LO,5,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,Water level too low,2,LO,6,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,7,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,8,0,0,0,0,0,1,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,9,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,10,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,11,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,12,0,0,0,1,0,1,,,,,,,0,0,0,1,0,0,MCS,
,,,2,LO,13,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,14,0,0,0,0,0,1,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,15,0,0,0,0,0,1,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,16,0,1,1,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,17,0,0,0,0,1,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,18,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,19,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,20,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,21,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,22,0,0,0,0,0,1,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,23,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,24,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
,,,2,LO,25,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,MCS,
2025_02_10_12_10_52_trial_1_PC and 2025_02_10_12_17_35_trial_1_PC,R6_1,Milled trough + attached electrodes,3,PC,1,,,,,,,,,,,,,,,,,,,,
,,20 trials ,3,PC,2,,,,,,,,,,,,,,,,,,,,
,,20s ITI,3,PC,3,,,,,,,,,,,,,,,,,,,,
,,All CRs are turns or contractions,3,PC,4,,,,,,,,,,,,,,,,,,,,
,,PC Med,3,PC,5,,,,,,,,,,,,,,,,,,,,
,,,3,PC,6,,,,,,,,,,,,,,,,,,,,
,,,3,PC,7,,,,,,,,,,,,,,,,,,,,
,,,3,PC,8,,,,,,,,,,,,,,,,,,,,
,,,3,PC,9,,,,,,,,,,,,,,,,,,,,
,,,3,PC,10,,,,,,,,,,,,,,,,,,,,
,,,3,PC,11,,,,,,,,,,,,,,,,,,,,
,,,3,PC,12,,,,,,,,,,,,,,,,,,,,
,,,3,PC,13,,,,,,,,,,,,,,,,,,,,
,,,3,PC,14,,,,,,,,,,,,,,,,,,,,
,,,3,PC,15,,,,,,,,,,,,,,,,,,,,
,,,3,PC,16,,,,,,,,,,,,,,,,,,,,
,,,3,PC,17,,,,,,,,,,,,,,,,,,,,
,,,3,PC,18,,,,,,,,,,,,,,,,,,,,
,,,3,PC,19,,,,,,,,,,,,,,,,,,,,
,,,3,PC,20,,,,,,,,,,,,,,,,,,,,
,,,3,PC,21,,,,,,,,,,,,,,,,,,,,
,,,3,PC,22,,,,,,,,,,,,,,,,,,,,
,,,3,PC,23,,,,,,,,,,,,,,,,,,,,
,,,3,PC,24,,,,,,,,,,,,,,,,,,,,
,,,3,PC,25,,,,,,,,,,,,,,,,,,,,
2025_02_10_12_38_45_trial_1_PC and 2025_02_10_12_45_15_trial_1_PC,R6_1,Milled trough + attached electrodes,4,PC,1,,,,,,,,,,,,,,,,,,,,
,,20 trials ,4,PC,2,,,,,,,,,,,,,,,,,,,,
,,20s ITI,4,PC,3,,,,,,,,,,,,,,,,,,,,
,,2 = contration,4,PC,4,,,,,,,,,,,,,,,,,,,,
,,1 = head turn,4,PC,5,,,,,,,,,,,,,,,,,,,,
,,3 = contraction + turn ,4,PC,6,,,,,,,,,,,,,,,,,,,,
,,PC Med,4,PC,7,,,,,,,,,,,,,,,,,,,,
,,,4,PC,8,,,,,,,,,,,,,,,,,,,,
,,,4,PC,9,,,,,,,,,,,,,,,,,,,,
,,,4,PC,10,,,,,,,,,,,,,,,,,,,,
,,,4,PC,11,,,,,,,,,,,,,,,,,,,,
,,,4,PC,12,,,,,,,,,,,,,,,,,,,,
,,,4,PC,13,,,,,,,,,,,,,,,,,,,,
,,,4,PC,14,,,,,,,,,,,,,,,,,,,,
,,,4,PC,15,,,,,,,,,,,,,,,,,,,,
,,,4,PC,16,,,,,,,,,,,,,,,,,,,,
,,,4,PC,17,,,,,,,,,,,,,,,,,,,,
,,,4,PC,18,,,,,,,,,,,,,,,,,,,,
,,,4,PC,19,,,,,,,,,,,,,,,,,,,,
,,,4,PC,20,,,,,,,,,,,,,,,,,,,,
,,,4,PC,21,,,,,,,,,,,,,,,,,,,,
,,,4,PC,22,,,,,,,,,,,,,,,,,,,,
,,,4,PC,23,,,,,,,,,,,,,,,,,,,,
,,,4,PC,24,,,,,,,,,,,,,,,,,,,,
,,,4,PC,25,,,,,,,,,,,,,,,,,,,,
2025_02_10_13_57_14_trial_1_CC,R1_3,Milled trough + attached electrodes,8,CC,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,
,,20 trials ,8,CC,2,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,,
,,20s ITI,8,CC,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,
,,All CRs are turns or contractions,8,CC,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,
,,CC Med,6,CC,5,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,,
,,,8,CC,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,8,CC,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,
,,,8,CC,8,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,,
,,,8,CC,9,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,,
,,,8,CC,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,
,,,8,CC,11,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,,
,,,8,CC,12,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,,
,,,8,CC,13,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,,
,,,6,CC,14,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,,
,,,8,CC,15,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,
,,,8,CC,16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,
,,,8,CC,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,
,,,8,CC,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
,,,6,CC,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,
,,,8,CC,20,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,,
,,,8,CC,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
,,,8,CC,22,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,
,,,8,CC,23,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,
,,,8,CC,24,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,,
,,,8,CC,25,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,
2025_02_10_14_17_32_trial_1_CC,R1_3,Milled trough + attached electrodes,9,CC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,20 trials ,9,CC,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,20s ITI,9,CC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,All CRs are turns or contractions,9,CC,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,CC Med,9,CC,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,
,,,9,CC,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,
,,,9,CC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,
,,,9,CC,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
,,,9,CC,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,
,,,9,CC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
,,,9,CC,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,,
,,,9,CC,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,,9,CC,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
,,,9,CC,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,,
2025_02_10_14_38_15_trial_1_CC,R1_3,Milled trough + attached electrodes,10,CC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,20 trials ,10,CC,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,20s ITI,10,CC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,All CRs are turns or contractions,10,CC,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,CC Med,10,CC,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
,,,10,CC,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
