Run_Date,Start_Time,Run_Name,Species,Group,Troupe,Block,Day,Block_Type,Data_Folder,Last_fed,No. worms,Voltage (V),Current (A),Trough No.,Worm Runner,PP?,Scored?,BDTL?,usable?,BFFs,BFF TF,Notes,Notes from rewatching.,,,,,,,,
20250204,,Pilot_GD_LO_TrPhenoTest_4_Day2_Block1_LO,GD,LO,PhenoTest_4,1,2,LO,2025_02_04_13_55_54_trial_1_LO,TBD; source GD-1,6,NA,NA,Milled + electrodes,MCS,,,,,,,20 tri 60 ITI. Cleaned trough and slimed for 30 minutes beforehand.,,,,,,,,,
20250204,15:05,Pilot_GD_CC_TrGD_triangle_Day2_Block1_CC,GD,CC,GD_triangle,1,2,CC,2025_02_04_15_05_54_trial_1_CC,TBD; source GD-1,~14,10,,Petri + electrodes,MCS,,,,,,,"25 tri 20 ITI. Cleaned petri, put troupe right in using their own water. Left for 5 min. Appeared very calm swimming through middle and not perturbed.",,,,,,,,,
20250204,15:25,Pilot_GD_CC_TrGD_triangle_Day2_Block2_CC,GD,CC,GD_triangle,2,2,CC,2025_02_04_15_25_41_trial_1_CC,TBD; source GD-1,~14,10,,Petri + electrodes,MCS,,,,,,,25 tri 20 ITI. Waited 10 min before this session,,,,,,,,,
20250204,15:50,Pilot_GD-C_PC_TrCarolina_PC_Day1_Block1_PC,GD-C,PC,Carolina_PC,1,1,PC,2025_02_04_15_50_02_trial_1_PC,TBD; source GD-1,~18,10,,Petri + electrodes,MCS,,,,,,,25 tri 10 ITI. PC sequence. Somehow got truncated.,,,,,,,,,
20250204,15:57,Pilot_GD-C_PC_TrCarolina_PC_Day1_Block2_PC,GD-C,PC,Carolina_PC,2,1,PC,2025_02_04_15_57_58_trial_1_PC,TBD; source GD-1,~18,10,,Petri + electrodes,MCS,,,,,,,25 tri 10 ITI. PC sequence. Started pretty immediatly after other one. ,,,,,,,,,
20250204,16:18,Pilot_GD-C_CC_TrCarolina_CC_Day1_Block1_CC,GD-C,CC,Carolina_CC,1,1,CC,2025_02_04_16_18_18_trial_1_CC,TBD; source GD-1,~12,10,,Petri + electrodes,MCS,,,,,,,"25 tri 20 ITI. Put in new troupe right after. Took out all water, put in CC Carolinas with their own water. Let sit 5 min.",,,,,,,,,
20250205,10:37,Pilot_GD_LO_TrPhenoTest_7_Day1_Block1_LO,GD,LO,PhenoTest_7,1,1,LO,2025_02_05_10_37_51_trial_1_LO,TBD; source GD-1,6,NA,NA,Milled + electrodes,MCS,,,,,,,20 tri 60 ITI. Cleaned trough and slimed for 30 minutes beforehand.,,,,,,,,,
20250205,11:52,Pilot_GD_LO_TrPhenoTest_8_Day1_Block1_LO,GD,LO,PhenoTest_8,1,1,LO,2025_02_05_11_52_28_trial_1_LO,TBD; source GD-1,6,NA,NA,Milled + electrodes,MCS,,,,,,,20 tri 60 ITI. Cleaned trough and slimed for 30 minutes beforehand.,,,,,,,,,
20250205,14:24,Pilot_GD_LO_TrPhenoTest_9_Day1_Block1_LO,GD,LO,PhenoTest_9,1,1,LO,2025_02_05_14_24_50_trial_1_LO,TBD; source GD-1,6,NA,NA,Milled + electrodes,MCS,,,,,,,20 tri 60 ITI. Cleaned trough and slimed for 30 minutes beforehand.,,,,,,,,,
20250206,9:50,Pilot_GD_CC_TrR1_Day1_Block1_LO,GD,CC,R1,1,1,LO,2025_02_06_09_50_08_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,,,,,,"Each round consisted of 30 minutes slime crew, calibration, 15 minute acclimation, LO, 10m break, LO, 10m break, CC (or PC), 10m break, CC (or PC), end. Repeat.",,,,,,,,,
20250206,10:10,Pilot_GD_CC_TrR1_Day1_Block2_LO,GD,CC,R1,2,1,LO,2025_02_06_10_10_12_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,10:31,Pilot_GD_CC_TrR1_Day1_Block3_CC,GD,CC,R1,3,1,CC,2025_02_06_10_31_37_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,10:51,Pilot_GD_CC_TrR1_Day1_Block4_CC,GD,CC,R1,4,1,CC,2025_02_06_10_51_47_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,12:02,Pilot_GD_PC_TrR2_Day1_Block1_LO,GD,PC,R2,1,1,LO,2025_02_06_12_02_28_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,12:22,Pilot_GD_PC_TrR2_Day1_Block2_LO,GD,PC,R2,2,1,LO,2025_02_06_12_22_35_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,12:42,Pilot_GD_PC_TrR2_Day1_Block3_PC,GD,PC,R2,3,1,PC,2025_02_06_12_42_27_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,13:01,Pilot_GD_PC_TrR2_Day1_Block4_PC,GD,PC,R2,4,1,PC,2025_02_06_13_01_53_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,14:05,Pilot_GD_CC_TrR3_Day1_Block1_LO,GD,CC,R3,1,1,LO,2025_02_06_14_05_11_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,14:29,Pilot_GD_CC_TrR3_Day1_Block2_LO,GD,CC,R3,2,1,LO,2025_02_06_14_29_30_trial_1_LO,TBD; source GD-1,,NA,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,14:50,Pilot_GD_CC_TrR3_Day1_Block3_CC,GD,CC,R3,3,1,CC,2025_02_06_14_50_42_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,15:10,Pilot_GD_CC_TrR3_Day1_Block4_CC,GD,CC,R3,4,1,CC,2025_02_06_15_10_13_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250206,16:12,Pilot_GD_PC_TrR4_Day1_Block1_LO,GD,PC,R4,1,1,LO,2025_02_06_16_12_21_trial_1_LO,TBD; source GD-1,,,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,16:31,Pilot_GD_PC_TrR4_Day1_Block2_LO,GD,PC,R4,2,1,LO,2025_02_06_16_31_42_trial_1_LO,TBD; source GD-1,,,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,16:50,Pilot_GD_PC_TrR4_Day1_Block3_PC,GD,PC,R4,3,1,PC,2025_02_06_16_50_44_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250206,17:08,Pilot_GD_PC_TrR4_Day1_Block4_PC,GD,PC,R4,4,1,PC,2025_02_06_17_08_51_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250207,8:21,Pilot_GD_CC_TrR1_Day2_Block1_CC,GD,CC,R1,1,2,CC,2025_02_07_08_21_35_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,"Each round consisted of 30 minutes slime crew, calibration, 15 minute acclimation, LO, 10m break, LO, 10m break, CC (or PC), 10m break, CC (or PC), end. Repeat.",,,,,,,,,
20250207,8:40,Pilot_GD_CC_TrR1_Day2_Block2_CC,GD,CC,R1,2,2,CC,2025_02_07_08_40_53_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250207,,Pilot_GD_CC_TrR1_Day2_Block3_CC,GD,CC,R1,3,2,CC,2025_02_07_09_01_04_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250207,,Pilot_GD_PC_TrR2_Day2_Block1_PC,GD,PC,R2,1,2,PC,2025_02_07_10_11_16_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,"5-3 disappeared, and 7-6 not in well",,,,,,,,,
20250207,,Pilot_GD_PC_TrR2_Day2_Block2_PC,GD,PC,R2,2,2,PC,2025_02_07_10_32_33_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250207,,Pilot_GD_PC_TrR2_Day2_Block3_PC,GD,PC,R2,3,2,PC,2025_02_07_10_53_45_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250207,,Pilot_GD_CC_TrR3_Day2_Block1_CC,GD,CC,R3,1,2,CC,2025_02_07_12_02_32_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250207,,Pilot_GD_CC_TrR3_Day2_Block2_CC,GD,CC,R3,2,2,CC,2025_02_07_12_24_09_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250207,,Pilot_GD_CC_TrR3_Day2_Block3_CC,GD,CC,R3,3,2,CC,2025_02_07_12_45_21_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,,,x,,,,,,,,,,,,
20250207,,Pilot_GD_PC_TrR4_Day2_Block1_PC,GD,PC,R4,1,2,PC,2025_02_07_14_00_59_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250207,,Pilot_GD_PC_TrR4_Day2_Block2_PC,GD,PC,R4,2,2,PC,2025_02_07_14_21_03_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250207,,Pilot_GD_PC_TrR4_Day2_Block3_PC,GD,PC,R4,3,2,PC,2025_02_07_14_41_05_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,MCS,,ZK to score,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR5_Day1_Block1_LO,GD,CC,R5,1,1,LO,2025_02_10_08_52_38_trial_1_LO,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR5_Day1_Block2_LO,GD,CC,R5,2,1,LO,2025_02_10_09_12_14_trial_1_LO,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR5_Day1_Block3_CC,GD,CC,R5,3,1,CC,2025_02_10_09_31_36_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR5_Day1_Block4_CC,GD,CC,R5,4,1,CC,2025_02_10_09_51_25_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_PC_TrR6_Day1_Block1_LO,GD,PC,R6,1,1,LO,2025_02_10_11_27_16_trial_1_LO,TBD; source GD-1,,10,,Milled + electrodes,,X,ZK to score,,x,,,"25tri, 20 ITI",,,,,,,,,
20250210,,Pilot_GD_PC_TrR6_Day1_Block2_LO,GD,PC,R6,2,1,LO,2025_02_10_11_49_17_trial_1_LO,TBD; source GD-1,,10,,Milled + electrodes,,X,ZK to score,,x,,,"25tri, 20 ITI",,,,,,,,,
20250210,,Pilot_GD_PC_TrR6_Day1_Block3_PC,GD,PC,R6,3,1,PC,2025_02_10_12_10_52_trial_1_PC and 2025_02_10_12_17_35_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,,,ZK to score,,x,,,"2 x (25 tri, 10 ITI); Ran in 2 parts, so note two data folders ",,,,,,,,,
20250210,,Pilot_GD_PC_TrR6_Day1_Block4_PC,GD,PC,R6,4,1,PC,2025_02_10_12_38_45_trial_1_PC and 2025_02_10_12_45_15_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,,,ZK to score,,x,,,"2 x (25 tri, 10 ITI); Ran in 2 parts, so note two data folders ",,,,,,,,,
20250210,,Pilot_GD_CC_TrR1_Day3_Block1_CC,GD,CC,R1,1,3,CC,2025_02_10_13_57_14_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR1_Day3_Block2_CC,GD,CC,R1,2,3,CC,2025_02_10_14_17_32_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_CC_TrR1_Day3_Block3_CC,GD,CC,R1,3,3,CC,2025_02_10_14_38_15_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250210,,Pilot_GD_PC_TrR2_Day3_Block1_PC,GD,PC,R2,1,3,PC,2025_02_10_15_40_08_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,7-6 and 5-3 gone still.,,,,,,,,,
20250210,,Pilot_GD_PC_TrR2_Day3_Block2_PC,GD,PC,R2,2,3,PC,2025_02_10_16_00_26_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,,,,,,,,,,,,,,,,,
20250210,,Pilot_GD_PC_TrR2_Day3_Block3_PC,GD,PC,R2,3,3,PC,2025_02_10_16_20_52_trial_1_PC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250211,,Pilot_GD_CC_TrR5_Day2_Block1_CC,GD,CC,R5,1,2,CC,2025_02_11_09_24_36_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250211,,Pilot_GD_CC_TrR5_Day2_Block2_CC,GD,CC,R5,2,2,CC,2025_02_11_09_43_18_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
20250211,,Pilot_GD_CC_TrR5_Day2_Block3_CC,GD,CC,R5,3,2,CC,2025_02_11_10_03_28_trial_1_CC,TBD; source GD-1,,10,,Milled + electrodes,,,,,x,,,,,,,,,,,,
,,Switch to chemical cues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250226,,Pilot_Schmidtea_UVCHEM_Tr_Day1_Block_UV only,Schmidtea,UVCHEM,,,1,UV only,2025_02_26_15_05_50_trial_1_CC,,6,NA,NA,double hydra white trough nylon mesh,MCS,,,,,,,60s ITI with 5s UV light pulses.,,,,,,,,,
20250226,,Pilot_Schmidtea_UVCHEM_Tr_Day1_Block_UV + passive flow,Schmidtea,UVCHEM,,,1,UV + passive flow,2025_02_26_15_45_17_trial_1_CC,,6,NA,NA,double hydra white trough nylon mesh,MCS,,,,,,,60s ITI with 5s UV light pulses all under passive lfow ,,,,,,,,,
20250226,,Pilot_Schmidtea_UVCHEM_Tr_Day1_Block_Beet pulses,Schmidtea,UVCHEM,,,1,Beet pulses,Recording ,,6,NA,NA,double hydra white trough nylon mesh,MCS,,,,,,,,,,,,,,,,
20250228,,Pilot_SM-2_UVCHEM_TrBeetPlanCC_Day1_Block1_CC,SM-2,UVCHEM,BeetPlanCC,1,1,CC,2025_02_28_13_08_56_trial_1_CC_(Beet_UV_CC_test),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250310,16:18,Pilot_GD-1_BeetHabTests_TrWaterOnly_Day1_Block1_WO,GD-1,BeetHabTests,WaterOnly,1,1,WO,2025_03_10_16_18_10_trial_1_LO,2/27/25,6,3.26 v mot,NA,Double hydra with actuator,ZK,,X,,,,,Testing for habituation to force of injection. Syringe loaded with same water as flow tub. 10 min break after. Did not give 10 min acclimation to trough. Used julia --threads 2 run cam.jl, ,,,,,,,,
20250310,17:02,Pilot_GD-1_BeetHabTests_TrWaterOnly_Day1_Block2_WO,GD-1,BeetHabTests,WaterOnly,2,1,WO,2025_03_10_17_02_11_trial_1_LO,2/27/25,6,3.26 v mot,NA,Double hydra with actuator,ZK,,X,,,,,Testing for habituation to force of injection. Syringe loaded with same water as flow tub. Recycled water from catch basin and catch bucket. First few trials duds as syringe not flush with actuator.,"Takeaways: Can't say yet. Habituation to the water jet could possibly occur in some cases, but the inter-lane variability is too extreme. Some worms are getting blasted off the ground, which could dishabituate anyways. Worms also crawl up mesh. The device will need upgrades before a conclusion can be confidently drawn.",,,,,,,,
20250310,18:33,Pilot_GD-1_BeetHabTests_TrUVonly_Day1_Block1_UV,GD-1,BeetHabTests,UVonly,1,1,UV,2025_03_10_18_33_37_trial_1_CC,2/27/25,6,3.26 v mot,NA,Double hydra with actuator,ZK,,X,,,,,"Testing for habituation to UV with same parameters as it would have in CC. I just ran CC without anything attached to the actuator, so in effect was just US only. Planarians really love going up tubes. Used 1 UV lamp.", ,,,,,,,,
20250310,19:14,Pilot_GD-1_BeetHabTests_TrUVonly_Day1_Block2_UV,GD-1,BeetHabTests,UVonly,2,1,UV,2025_03_10_19_14_42_trial_1_CC,2/27/25,6,3.26 v mot,NA,Double hydra with actuator,ZK,,,,,,,"Note that water is recycled, which was probably not a good idea, since UV probably releases stress signaling substances, at definitely gunky slime. This can be fixed in a future re-run with a better trough. Used 1 UV lamp.","Takeaways: Yay! The block averages are 91% and 92.6% for contractions to UV within the first 30 frames, when using one of the UV lamps. This is pretty good. And, preferable to shock, even qui worms will show a small but visible head contraction and sometimes hightail it out of quiescence. However, many worms disappeared, likely up the tubes, so these results need to be taken with some salt.",,,,,,,,
20250319,14:07,Testing behavior after 1hr of being sealed in the trough - gave pulses 0.3s of red dye and montjuic - some GD some SM-L,,,,,1,WO,2025_03_19_14_07_39_trial_1_LO,,,,,,MCS,,,,,,,,,,,,,,,,
20250319,15:04,Testing habituation to UV light of full worms in batch ^,,,,1,1,UV,2025_03_19_15_04_02_trial_1_LO,,,,,,MCS,,,,,,,,,,,,,,,,
20250319,15:37,Testing habituation of SM tails to UV,,,,1,1,UV,2025_03_19_15_37_00_trial_1_LO,,,,,,MCS,,,,,,,I think this may have killed them,,,,,,,,,
20250319,16:29,"Dishabituated with two water drops each, then tested hab again",,BeetHabTests,SMtailUV,1,1,UV,2025_03_19_16_29_30_trial_1_LO,,,,,,,,,,,,,"I think this may have killed them. White gunk floating the next morning. Hypothesis-- they can't regulate their stress response, so they use up all their resources and die.",,,,,,,,,
20250320,11:56,Dyed brine only,"SM, GD",,,1,1,CO,2025_03_20_11_56_17_trial_1_CO,,5,,,,,,,,,,,Chemical tube disconnected/slipped so dyed brine delivery not functional for some (large) fraction of trials.,,,,,,,,,
20250320,12:47,Testing habituation to SM tails to UV (RD-1),SM-1,BeetHabTests,SMtailUV,1,1,UV,2025_03_20_12_47_29_trial_1_LO,,6,,,Oly-sealed,ZKMCS,,,,,,,"Tails cut yesterday tested on UV, two UV lamps at full power (voltage?)",,,,,,,,,
20250320,13:26,Retest of habituation to SM tails to UV (RD-1),SM-1,BeetHabTests,SMtailUV,2,1,UV,2025_03_20_13_26_34_trial_1_LO,,6,,,Oly-sealed,ZKMCS,,,,,,,"PP1 = ""regeneration day 1""",,,,,,,,,
20250321,,Brine habituation SM and GD,"SM, GD",,,,,,2025_03_21_09_58_56_trial_1_CO,,,,,,,,,,,,,,,,,,,,,,
20250321,,Montjuic control habituation SM and GD,"SM, GD",,,,,,2025_03_21_10_37_37_trial_1_CO,,,,,,,,,,,,,,,,,,,,,,
20250321,,Beet habituation SM and GD ,"SM, GD",,,,,,2025_03_21_11_17_22_trial_1_CO,,,,,,,,,,,,,,,,,,,,,,
20250321,,UV habituation,,,,,,,2025_03_21_11_51_35_trial_1_LO,,,,,,,,,,,,,,,,,,,,,,
20250321,,UV tail habituation ,,,,,,,2025_03_21_12_31_57_trial_1_LO,,,,,,,,,,,,,,,,,,,,,,
20250324,,UV-Beet juice attempt 1 (many escaped),,,1,0,1,CC,2025_03_24_08_53_43_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,,UV-Beet juice attempt 2 (many escaped - 15 trials?),,,1,1,1,CC,2025_03_24_09_18_40_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,,Montjuic pulse - UV attempt 1 (0.3 motor),,,1,2,1,CC,2025_03_24_12_01_05_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,,Montjuic pulse - UV attempt 1 (0.1 motor),,,1,3,1,CC,2025_03_24_12_42_12_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,,Montjuic pulse only (0.1 motor),,,2,1,1,CO,2025_03_24_13_27_36_trial_1_CO,20250319,,,,,,,,,,,,"""Chemical"" is just Montjuic water",,,,,,,,,
20250324,,Montjuic pulse only (0.1 motor),,,2,2,1,CO,2025_03_24_14_00_04_trial_1_CO,20250319,,,,,,,,,,,,"""Chemical"" is just Montjuic water",,,,,,,,,
20250324,14:40,Montjuic pulse only (0.05 motor),SM,,2,3,1,CO,2025_03_24_14_40_24_trial_1_CO,20250319,,,,"Yuwei 2.0 sealed chamber, stagnant",,,,,,,,"""Chemical"" is just Montjuic water",,,,,,,,,
20250324,15:06,Montjuic pulse - UV (0.05 motor),,,2,4,1,CC,2025_03_24_15_06_44_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,15:42,Montjuic pulse - UV (0.05 motor),,,2,5,1,CC,2025_03_24_15_42_23_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,16:57,Montjuic pulse - UV (0.05 motor),,,1,4,1,CC,2025_03_24_16_57_03_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250324,18:07,Montjuic pulse - UV (0.05 motor),,,1,5,1,CC,2025_03_24_18_07_32_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,8:42,Montjuic pulse - UV (0.05 motor),,,2,6,2,CC,2025_03_25_08_42_09_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,9:21,Montjuic pulse - UV (0.05 motor),,,2,7,2,CC,2025_03_25_09_21_19_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,9:59,Montjuic pulse - UV (0.05 motor),,,3,1,1,CO,2025_03_25_09_59_31_trial_1_CO,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,10:37,Montjuic pulse - UV (0.05 motor),,,3,2,1,CC,2025_03_25_10_37_16_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,11:08,Montjuic pulse - UV (0.05 motor),,,3,3,1,CC,2025_03_25_11_08_27_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,12:44,Montjuic pulse - UV (0.05 motor),,,3,4,1,CC,2025_03_25_12_44_43_trial_1_CC,20250319,,,,,,,,,,,,,,,,,,,,,
20250325,15:46,CC with Blue CS and UV US,"4 SM, 1 OR-1, 1 GD-2",2L-CC,CSblue/USuv,1,1,CC,2025_03_25_15_46_48_trial_1_CC,20250319,6,,,"Yuwei 2.0 sealed chamber, stagnant",ZK,,,N,,,,,,,,,,,,,
20250325,16:30,CC with Blue CS and UV US,"4 SM, 1 OR-1, 1 GD-2",2L-CC,CSblue/USuv,2,1,,2025_03_25_16_30_52_trial_1_CC,20250319,6,,,"Yuwei 2.0 sealed chamber, stagnant",ZK,,,N,,,,,,,,,,,,,
20250326,,CC of DJ with White CS and UV US + pre-habituation,DJ-1,CC,CSwhiteUSuv,1,1,LO,2025_03_26_16_21_51_trial_1_CO,20250319,14,,,Droplets on white,,,,,,,,"1 warm white bulb, 2 UV rectangles, CS 5 sec UV 2 sec (coniciding)",,,,,,,,,
20250326,,CC of DJ with White CS and UV US + pre-habituation,DJ-1,CC,CSwhiteUSuv,2,1,CC,,20250319,14,,,Droplets on white,,,,,,,,,,,,,,,,,
20250326,,CC of DJ with White CS and UV US + pre-habituation,DJ-1,CC,CSwhiteUSuv,3,1,CC,,20250319,14,,,Droplets on white,,,,,,,,,,,,,,,,,
20250327,10:13,CC of new DJ with White CS and UV US (long ITI),DJ-1,CC,CSwhiteUSuv,1,1,CC,2025_03_27_10_13_32_trial_1_CC,20250319,,,,Droplets on white,MCS,,,,,,,5 min ITI,,,,,,,,,
20250327,12:52,,DJ-1,CC,CSwhiteUSuv,2,1,CC,2025_03_27_12_52_38_trial_1_CC,20250319,,,,Droplets on white,ZK,,,,,,,5 min ITI,,,,,,,,,
20250327,16:26,CC with 2 GD-B and 4 DJ,GD-B,CC,CSwhiteUSuv,1,1,CC,2025_03_27_16_26_04_trial_1_CC,n/a,6,,,Droplets on white,ZK,,,N,,,,"3 sec white, 1 sec UV, ITI 2 min. Forgot to add UV paper. Worms fed after block.",,,,,,,,,
20250327,,CC with 2 GD-B and many DJ,GD-B,CC,CSwhiteUSuv,2,2,CC,2025_03_28_09_43_06_trial_1_CC,20250328,6+,,,Droplets on white,ZK,,,,,,,"3 sec white, 1 sec UV, ITI 2 min. Forgot to add UV paper.  ",,,,,,,,,
20250327,,CC with 2 GD-B and many DJ,GD-B,CC,CSwhiteUSuv,3,2,CC,2025_03_28_11_29_10_trial_1_CC,20250328,6+,,,Droplets on white,ZK,,,,,,,"3 sec white, 1 sec UV, ITI 2 min.",,,,,,,,,
,,GD lowUV-shock CC,,,,1,1,CC,2025_03_28_14_32_31_trial_1_CC,,,,,,,,,,,,,,,,,,,,,,
20250328,,GD lowUV-shock CC,,,,2,1,CC,2025_03_28_16_18_08_trial_1_CC,,,,,,,,,,,,,,,,,,,,,,
,,GD lowUV-shock CC,,,,3,2,CC,2025_03_31_08_21_52_trial_1_CC,,,,,,,,,,,,,,,,,,,,,,
...,...,GD lowUV-shock CC,...,...,...,4,2,CC,2025_03_31_13_13_27_trial_1_CC,,,,,,,,,,,,,,,,,,,,,,
,,GD lowUV-shock CC,,,,3,3,CC,2025_04_01_08_07_03_trial_1_CC,,,,,,,,,,,,,,,,,,,,,,
,,GD lowUV-shock CC,,,,3,3,CC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250331,12:00,SM round two?,SM,CC,CSdimuvUSshock,2,,CC,2025_03_31_12_00_24_trial_1_CC,,,,,,ZK,,,,,,,Running second (?) block of SM in dim UV with US shock. Added indicator light for shock.,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250401,11:49,GD day X block 1,GD,CC,CSdimuvUSshock,1,,CC,2025_04_01_11_49_36_trial_1_CC,,6,,,,,,,,,,,,,,,,,,,,
20250401,13:02,GD day X block 2 ,GD,CC,CSdimuvUSshock,2,,CC,2025_04_01_13_02_28_trial_1_CC,,6,,,,ZK,,,,,,,,,,,,,,,,
20250401,16:42,SM day X block 1,SM,CC,CSdimuvUSshock,1,,CC,2025_04_01_16_42_53_trial_1_CC,,6,,,,ZK,,,,,,,"Acclim for 10 min. Trough rinsed with Montjuic twice, not wiped. Oops, run BOTCHED. I forgot to reconnect the alligator clips to the electrodes, so this block was just light only.",,,,,,,,,
20250402,10:24,GD day X+1 block 1,GD,CC,CSdimuvUSshock,1,,CC,2025_04_02_10_24_52_trial_1_CC,,6,,,,ZK,,,,,,,"Acclim for 20 mins (to let slime up trough a bit). Trough filled with fresh Montjuic water. 2 min ITI, as has been the usual for the last few runs.",,,,,,,,,
20250402,11:36,GD day X+1 block 2,GD,CC,CSdimuvUSshock,2,,CC,2025_04_02_11_36_52_trial_1_CC,,6,,,,ZK,,,,,,,"Before start of block 2, worms removed from corners by prodding with pipette water, then allowed another 10 min to acclimate. One worm went missing upon retrieval.",,,,,,,,,
