Run,Troupe,Day,BlockNum,Trial ,W1,W2,W3,W4,W5,W6,Well1 Quiescent,Well2 Quiescent,Well3 Quiescent,Well4 Quiescent,Well5 Quiescent,Well6 Quiescent,Notes
,,,,21,0,0,0,0,0,0,,,,,,,
,,,,22,0,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_04_07_14_46_44_trial_1_CC,GT_Charles_CSuvdimUCSshock,1,1,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_04_07_15_53_45_trial_1_CC,GT_Charles_CSuvdimUCSshock,1,2,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_04_08_11_16_05_trial_1_CC,GT_Charles_CSuvdimUCSshock,2,3,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_04_08_12_33_25_trial_1_CC,GT_Charles_CSuvdimUCSshock,2,4,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_04_10_10_36_54_trial_1_CC,GT_Charles_CSuvdimUCSshock,3,5,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_03_27_17_26_04_trial_1_CC,GD_B_WHITEUV,1,1,1,1,0,0,0,0,0,,,,,,,"Six worms in water droplets on plastic, but only two are GD-B, and only those two are counted. Droplet added to one drop around trial 20 to restore droplet integrity. Data don't repesent individual worms, just dummied accordingly."
,,,,2,1,1,0,0,0,0,,,,,,,
,,,,3,1,1,0,0,0,0,,,,,,,
,,,,4,0,0,0,0,0,0,,,,,,,
,,,,5,0,0,0,0,0,0,,,,,,,
,,,,6,1,1,0,0,0,0,,,,,,,
,,,,7,0,0,0,0,0,0,,,,,,,
,,,,8,0,0,0,0,0,0,,,,,,,
,,,,9,0,0,0,0,0,0,,,,,,,
,,,,10,0,0,0,0,0,0,,,,,,,
,,,,11,0,0,0,0,0,0,,,,,,,
,,,,12,1,0,0,0,0,0,,,,,,,"The GD-B do seem to be reacting more than DJs, haven't seen any DJ contractions.,"
,,,,13,0,0,0,0,0,0,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,0,0,0,0,0,0,,,,,,,
,,,,16,1,0,0,0,0,0,,,,,,,
,,,,17,0,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,0,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,0,0,0,0,0,0,,,,,,,
,,,,22,0,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_03_28_09_43_06_trial_1_CC,GD_B_WHITEUV,2,2,1,0,0,0,0,0,0,,,,,,,"There are two puddles, one with a lot of DJs and one with two GD-Bs. Only the GD-Bs are paid attention to and reflected here. Data are not individual because of frame segmenting making it hard to track same-sized individuals."
,,,,2,0,0,0,0,0,0,,,,,,,"Far fewer responses here. I think this is due to a larger bubble, so they hit the bounaries less, and when they hit boundaries they sometimes flinch, which I count as contractions."
,,,,3,0,0,0,0,0,0,,,,,,,
,,,,4,0,0,0,0,0,0,,,,,,,
,,,,5,0,0,0,0,0,0,,,,,,,
,,,,6,0,0,0,0,0,0,,,,,,,
,,,,7,0,0,0,0,0,0,,,,,,,
,,,,8,0,0,0,0,0,0,,,,,,,
,,,,9,0,0,0,0,0,0,,,,,,,
,,,,10,0,0,0,0,0,0,,,,,,,
,,,,11,0,0,0,0,0,0,,,,,,,
,,,,12,0,0,0,0,0,0,,,,,,,
,,,,13,0,0,0,0,0,0,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,0,0,0,0,0,0,,,,,,,
,,,,16,0,0,0,0,0,0,,,,,,,
,,,,17,0,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,0,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,0,0,0,0,0,0,,,,,,,
,,,,22,1,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_03_28_11_29_10_trial_1_CC,GD_B_WHITEUV,2,3,1,0,0,0,0,0,0,,,,,,,"Same as above, just counting the two GD-B in their own water droplet."
,,,,2,0,0,0,0,0,0,,,,,,,
,,,,3,0,0,0,0,0,0,,,,,,,
,,,,4,0,0,0,0,0,0,,,,,,,
,,,,5,0,0,0,0,0,0,,,,,,,
,,,,6,0,0,0,0,0,0,,,,,,,
,,,,7,0,0,0,0,0,0,,,,,,,
,,,,8,0,0,0,0,0,0,,,,,,,
,,,,9,0,0,0,0,0,0,,,,,,,
,,,,10,0,0,0,0,0,0,,,,,,,
,,,,11,0,0,0,0,0,0,,,,,,,
,,,,12,0,0,0,0,0,0,,,,,,,
,,,,13,0,0,0,0,0,0,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,0,0,0,0,0,0,,,,,,,
,,,,16,0,0,0,0,0,0,,,,,,,
,,,,17,0,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,0,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,1,0,0,0,0,0,,,,,,,
,,,,22,0,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_06_02_15_18_17_trial_1_CC,SM_WHITEUV,1,1,1,0,0,1,0,0,0,,,,,,,"Six worms in donut troughs. Looks like 3 sec white light and 0.25 sec UV, some similar short burst. Data DOES represent individual worms (1 2 3 new row 4 5 6)"
,,,,2,0,0,1,0,0,0,,,,,,,
,,,,3,0,0,0,0,0,1,,,,,,,
,,,,4,0,1,0,0,0,0,,,,,,,
,,,,5,0,0,0,0,0,0,,,,,,,
,,,,6,0,0,0,0,0,0,,,,,,,
,,,,7,0,0,0,0,0,0,,,,,,,
,,,,8,0,0,0,0,0,0,,,,,,,
,,,,9,0,0,0,0,0,0,,,,,,,
,,,,10,0,0,0,0,0,0,,,,,,,
,,,,11,0,0,0,0,0,0,,,,,,,
,,,,12,0,0,0,0,0,0,,,,,,,
,,,,13,0,0,0,0,0,1,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,0,0,0,0,0,1,,,,,,,
,,,,16,0,0,0,0,0,0,,,,,,,
,,,,17,1,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,1,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,0,0,0,0,0,0,,,,,,,
,,,,22,0,0,0,0,1,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_06_02_15_37_46_trial_1_CC,SM_WHITEUV,1,2,1,0,0,0,0,1,0,,,,,,,
,,,,2,0,1,0,0,0,0,,,,,,,
,,,,3,0,0,0,0,0,0,,,,,,,
,,,,4,0,0,0,0,0,0,,,,,,,
,,,,5,0,0,0,0,0,1,,,,,,,
,,,,6,0,0,0,0,0,0,,,,,,,
,,,,7,0,0,1,0,0,0,,,,,,,
,,,,8,0,0,0,0,1,0,,,,,,,
,,,,9,0,0,0,0,0,0,,,,,,,
,,,,10,0,0,0,0,0,0,,,,,,,
,,,,11,0,0,0,0,0,0,,,,,,,
,,,,12,0,0,0,0,0,0,,,,,,,
,,,,13,0,0,0,0,0,0,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,0,0,0,0,0,0,,,,,,,
,,,,16,0,0,0,0,0,0,,,,,,,
,,,,17,0,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,0,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,0,0,0,0,0,0,,,,,,,
,,,,22,0,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_03_24_15_06_44_trial_1_CC,SM_PULSEUV,1,1,1,0,0,0,0,0,,,,,,,,"Worms are lane hoppers, so data does not represent individuals. In this case, hopping means strength of pulse may have been lessed as worms clambored all over where they weren't intended to."
,,,,2,1,1,0,0,0,,,,,,,,"Many Q at start, started moving after first UV pres. The buffeting from the force makes it hard to distinguish contraction from mere force."
,,,,3,1,0,0,0,0,,,,,,,,"I chose to be lenient with contraction/buffeting -- if the worm scrunches at all, it's counted."
,,,,4,0,0,0,0,0,,,,,,,,"6 worms at start, but variablity in how easy they were to see, with max 5 after first few trials. Next round, also only 5, so only counting 5 worms."
,,,,5,1,0,0,0,0,,,,,,,,
,,,,6,1,1,1,0,0,,,,,,,,
,,,,7,0,0,0,0,0,,,,,,,,
,,,,8,1,1,0,0,0,,,,,,,,
,,,,9,1,1,0,0,0,,,,,,,,
,,,,10,1,1,0,0,0,,,,,,,,
,,,,11,1,0,0,0,0,,,,,,,,
,,,,12,0,0,0,0,0,,,,,,,,
,,,,13,1,0,0,0,0,,,,,,,,
,,,,14,0,0,0,0,0,,,,,,,,
,,,,15,0,0,0,0,0,,,,,,,,
,,,,16,1,0,0,0,0,,,,,,,,
,,,,17,1,0,0,0,0,,,,,,,,
,,,,18,1,0,0,0,0,,,,,,,,
,,,,19,1,0,0,0,0,,,,,,,,
,,,,20,1,1,0,0,0,,,,,,,,
,,,,21,0,0,0,0,0,,,,,,,,
,,,,22,1,0,0,0,0,,,,,,,,
,,,,23,1,0,0,0,0,,,,,,,,
,,,,24,0,0,0,0,0,,,,,,,,
,,,,25,1,1,0,0,0,,,,,,,,
2025_03_24_15_42_23_trial_1_CC,SM_PULSEUV,1,2,1,0,0,0,0,0,,,,,,,,"Worms are lane hoppers, so data does not represent individuals. In this case, hopping means strength of pulse may have been lessed as worms clambored all over where they weren't intended to."
,,,,2,1,1,1,0,0,,,,,,,,5 worms
,,,,3,1,0,0,0,0,,,,,,,,
,,,,4,1,0,0,0,0,,,,,,,,
,,,,5,0,0,0,0,0,,,,,,,,
,,,,6,0,0,0,0,0,,,,,,,,
,,,,7,0,0,0,0,0,,,,,,,,
,,,,8,1,0,0,0,0,,,,,,,,
,,,,9,0,0,0,0,0,,,,,,,,
,,,,10,1,1,0,0,0,,,,,,,,
,,,,11,0,0,0,0,0,,,,,,,,
,,,,12,1,1,0,0,0,,,,,,,,
,,,,13,1,0,0,0,0,,,,,,,,
,,,,14,0,0,0,0,0,,,,,,,,
,,,,15,1,0,0,0,0,,,,,,,,
,,,,16,1,1,0,0,0,,,,,,,,
,,,,17,1,1,0,0,0,,,,,,,,
,,,,18,1,1,0,0,0,,,,,,,,
,,,,19,1,0,0,0,0,,,,,,,,
,,,,20,1,0,0,0,0,,,,,,,,
,,,,21,0,0,0,0,0,,,,,,,,
,,,,22,0,0,0,0,0,,,,,,,,
,,,,23,1,1,0,0,0,,,,,,,,
,,,,24,1,0,0,0,0,,,,,,,,
,,,,25,1,0,0,0,0,,,,,,,,
2025_03_25_08_45_36_trial_1_CC,SM_PULSEUV,2,3,1,1,1,1,1,0,0,Six worms. The missing sixth above must have been recovered -- no note about it in exp sheet :/,,,,,,"Worms are lane hoppers, so data does not represent individuals. In this case, hopping means strength of pulse may have been lessed as worms clambored all over where they weren't intended to."
,,,,2,1,1,1,1,1,0,,,,,,,"There are six worms now. I'll include them, so be it. "
,,,,3,1,1,1,0,0,0,,,,,,,Contraction strength seems to decrease as pulses accumulate
,,,,4,1,1,0,0,0,0,,,,,,,"In general, the pulses seem stronger. Worms are getting knocked around and displaced, then contracting understandably afterward, which is enormously confounding."
,,,,5,1,1,0,0,0,0,,,,,,,
,,,,6,1,0,0,0,0,0,,,,,,,
,,,,7,0,0,0,0,0,0,,,,,,,
,,,,8,1,1,1,1,0,0,,,,,,,
,,,,9,1,1,1,0,0,0,,,,,,,
,,,,10,1,1,1,0,0,0,,,,,,,
,,,,11,1,1,0,0,0,0,,,,,,,
,,,,12,1,0,0,0,0,0,,,,,,,
,,,,13,1,1,0,0,0,0,,,,,,,
,,,,14,0,0,0,0,0,0,,,,,,,
,,,,15,1,1,1,0,0,0,,,,,,,
,,,,16,1,1,1,0,0,0,,,,,,,
,,,,17,1,1,0,0,0,0,,,,,,,
,,,,18,1,1,1,1,0,0,,,,,,,
,,,,19,1,0,0,0,0,0,,,,,,,
,,,,20,0,0,0,0,0,0,,,,,,,
,,,,21,1,0,0,0,0,0,,,,,,,
,,,,22,1,1,0,0,0,0,,,,,,,
,,,,23,1,1,0,0,0,0,,,,,,,
,,,,24,0,0,0,0,0,0,,,,,,,
,,,,25,0,0,0,0,0,0,,,,,,,
2025_03_25_09_21_19_trial_1_CC,SM_PULSEUV,2,4,1,0,0,0,0,0,,,,,,,,"Worms are lane hoppers, so data does not represent individuals. In this case, hopping means strength of pulse may have been lessed as worms clambored all over where they weren't intended to."
,,,,2,1,1,0,0,0,,,,,,,,Weird to me how unreactive these worms are compared to last round. Exp log notes no change in actuator strength.
,,,,3,1,0,0,0,0,,,,,,,,"A worm escaped from the mesh in the sixth lane, five worms hence."
,,,,4,0,0,0,0,0,,,,,,,,
,,,,5,1,0,0,0,0,,,,,,,,
,,,,6,1,1,0,0,0,,,,,,,,
,,,,7,0,0,0,0,0,,,,,,,,
,,,,8,1,0,0,0,0,,,,,,,,
,,,,9,1,1,0,0,0,,,,,,,,
,,,,10,1,1,0,0,0,,,,,,,,
,,,,11,1,0,0,0,0,,,,,,,,
,,,,12,0,0,0,0,0,,,,,,,,
,,,,13,1,0,0,0,0,,,,,,,,
,,,,14,0,0,0,0,0,,,,,,,,
,,,,15,0,0,0,0,0,,,,,,,,
,,,,16,1,1,0,0,0,,,,,,,,
,,,,17,1,1,0,0,0,,,,,,,,
,,,,18,1,0,0,0,0,,,,,,,,
,,,,19,1,1,0,0,0,,,,,,,,
,,,,20,1,1,0,0,0,,,,,,,,
,,,,21,0,0,0,0,0,,,,,,,,
,,,,22,0,0,0,0,0,,,,,,,,
,,,,23,1,0,0,0,0,,,,,,,,
,,,,24,0,0,0,0,0,,,,,,,,
,,,,25,1,0,0,0,0,,,,,,,,
,,,,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,
2025_03_24_16_57_03_trial_1_CC,"SM_PULSEUV_oops,wrong_troupe",1,3,1,1,1,1,1,0,0,,,,,,,"Worms are lane hoppers, so data does not represent individuals. In this case, hopping means strength of pulse may have been lessed as worms clambored all over where they weren't intended to."
,,,,2,1,1,1,1,0,0,,,,,,,"There are six worms now. I'll include them, so be it. The exp sheet could be better because I don't have enough information to confirm whether this is really the same troupe or not :("
,,,,3,1,1,1,1,0,0,,,,,,,
,,,,4,1,1,1,1,0,0,,,,,,,
,,,,5,1,0,0,0,0,0,,,,,,,
,,,,6,1,1,0,0,0,0,"The pulse seems stronger this time around compared to previous blocks, though there's no note about increasing it. Maybe just my eyes playing tricks.",,,,,,"The pulse seems stronger this time around compared to previous blocks, though there's no note about increasing it. Maybe just my eyes playing tricks."
,,,,7,1,0,0,0,0,0,,,,,,,
,,,,8,1,1,0,0,0,0,,,,,,,
,,,,9,1,1,0,0,0,0,,,,,,,
,,,,10,1,0,0,0,0,0,,,,,,,
,,,,11,1,1,0,0,0,0,,,,,,,
,,,,12,0,0,0,0,0,0,,,,,,,
,,,,13,1,1,0,0,0,0,Noticed that W2 appears to have been bisected,,,,,,Noticed that W2 appears to have been bisected
,,,,14,1,1,1,0,0,0,,,,,,,
,,,,15,1,0,0,0,0,0,,,,,,,
,,,,16,1,1,1,0,0,0,,,,,,,
,,,,17,1,0,0,0,0,0,,,,,,,
,,,,18,0,0,0,0,0,0,,,,,,,
,,,,19,0,0,0,0,0,0,,,,,,,
,,,,20,1,0,0,0,0,0,,,,,,,
,,,,21,1,0,0,0,0,0,,,,,,,
,,,,22,1,0,0,0,0,0,,,,,,,
,,,,23,0,0,0,0,0,0,,,,,,,
,,,,24,1,0,0,0,0,0,,,,,,,
,,,,25,1,0,0,0,0,0,,,,,,,
